mouth_distance_13_14,mouth_distance_81_178,mouth_distance_311_402,mouth_distance_78_308,mouth_angle_13_78_308,right eye_distance_159_145,right eye_distance_157_154,right eye_distance_161_163,right eye_angle_33_159_133,left eye_distance_386_374,left eye_distance_384_381,left eye_angle_362_386_263,right eyebrow_distance_52_46,right eyebrow_distance_52_55,right eyebrow_angle_46_52_55,Nose_angle_278_48_5,right cheek_distance_101_216,right cheek_angle_101_203_216,left cheek_distance_330_436,left cheek_angle_330_423_436,target
1.0,1.0,0.0,11.045361017187261,5.1944289077348,3.0,2.23606797749979,1.0,139.3987053549955,3.1622776601683795,2.0,124.50852298766841,4.47213595499958,7.280109889280518,137.48955292199918,38.65980825409008,9.055385138137417,121.32869286780416,10.0,118.07248693585296,angry
0.0,1.0,0.0,13.0,15.945395900922833,2.23606797749979,1.4142135623730951,1.4142135623730951,168.6900675259798,2.23606797749979,1.0,158.1985905136482,4.123105625617661,9.219544457292887,153.43494882292202,15.945395900922833,9.0,112.16634582208246,9.0,127.87498365109822,angry
4.0,3.0,4.123105625617661,14.560219778561036,4.610649318660583,2.8284271247461903,1.0,1.4142135623730951,153.434948822922,2.0,1.0,153.434948822922,5.0,9.0,143.13010235415598,29.74488129694221,8.246211251235321,108.43494882292201,9.486832980505138,117.40757543781842,angry
0.0,1.0,0.0,12.0,0.0,2.23606797749979,2.23606797749979,2.23606797749979,144.16234704572173,3.605551275463989,1.4142135623730951,126.86989764584402,6.0,8.54400374531753,159.44395478041656,19.746836605426108,10.44030650891055,110.22485943116808,9.219544457292887,135.0,angry
0.0,0.0,1.0,13.038404810405298,4.398705354995674,3.0,2.23606797749979,1.4142135623730951,126.86989764584402,2.8284271247461903,1.4142135623730951,146.30993247402023,4.0,7.211102550927978,146.30993247402023,36.02737338510361,9.433981132056603,138.17983011986425,9.848857801796104,117.34987578006988,angry
1.0,0.0,1.0,9.055385138137417,20.224859431168117,3.1622776601683795,1.0,2.0,153.434948822922,2.8284271247461903,1.4142135623730951,150.2551187030578,1.4142135623730951,6.4031242374328485,96.3401917459099,52.1250163489018,9.055385138137417,170.5376777919744,9.055385138137417,121.32869286780416,angry
0.0,0.0,0.0,12.0,11.309932474020195,3.1622776601683795,1.4142135623730951,1.0,139.7636416907262,3.1622776601683795,1.4142135623730951,144.16234704572173,4.0,8.06225774829855,172.87498365109823,30.963756532073536,9.0,127.87498365109822,9.055385138137417,116.56505117707799,angry
0.0,0.0,1.0,12.041594578792296,4.763641690726143,2.23606797749979,2.0,1.0,135.0,3.0,2.0,129.0938588862295,4.47213595499958,8.06225774829855,146.30993247402023,33.465379346355284,9.0,112.16634582208246,9.055385138137417,121.32869286780416,angry
4.0,3.0,3.0,11.0,9.462322208025574,3.0,2.0,2.23606797749979,116.56505117707799,3.1622776601683795,1.0,124.50852298766841,5.0990195135927845,8.246211251235321,154.65382405805332,26.565051177077994,9.055385138137417,121.32869286780416,10.04987562112089,127.23483398157467,angry
2.0,2.0,2.0,13.038404810405298,11.546690545927312,2.0,2.0,1.0,139.3987053549955,3.0,1.0,119.74488129694222,5.0,8.06225774829855,136.00508600525419,35.04192940153901,9.0,112.16634582208246,9.055385138137417,142.12501634890182,angry
4.0,4.123105625617661,4.0,15.132745950421556,1.867678839434098,2.23606797749979,1.0,2.0,139.7636416907262,2.8284271247461903,1.4142135623730951,152.1027289690524,3.0,8.246211251235321,165.96375653207355,22.83365417791755,8.06225774829855,113.19859051364818,9.0,112.16634582208246,angry
4.0,4.0,3.0,15.033296378372908,4.316027519865585,2.23606797749979,1.4142135623730951,1.4142135623730951,154.65382405805332,2.0,1.0,153.434948822922,4.47213595499958,8.06225774829855,146.30993247402023,22.479434397103105,9.055385138137417,122.47119229084849,10.198039027185569,133.66778014613035,angry
7.0,6.0,6.082762530298219,12.0,23.198590513648202,3.1622776601683795,2.0,1.0,139.7636416907262,2.0,2.0,147.52880770915152,4.47213595499958,7.0710678118654755,145.30484646876602,38.65980825409008,9.0,112.16634582208246,9.0,154.65382405805332,angry
5.0,4.123105625617661,4.0,17.0,7.125016348901757,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.0,168.6900675259798,3.605551275463989,9.219544457292887,133.7811247648687,23.198590513648202,9.055385138137417,121.32869286780416,10.04987562112089,124.69515353123397,angry
0.0,0.0,0.0,13.0,0.0,3.1622776601683795,1.4142135623730951,1.0,124.50852298766841,3.1622776601683795,1.0,144.16234704572173,3.605551275463989,8.246211251235321,132.27368900609375,39.80557109226519,9.0,112.16634582208246,10.04987562112089,110.37643521383639,angry
0.0,0.0,0.0,15.033296378372908,12.131321066632482,3.0,1.4142135623730951,1.0,144.16234704572173,2.23606797749979,1.4142135623730951,154.65382405805332,5.0990195135927845,8.246211251235321,154.65382405805332,30.963756532073536,9.219544457292887,113.19859051364818,9.0,112.16634582208246,angry
0.0,0.0,0.0,13.341664064126334,2.950779109006353,3.0,1.0,2.0,143.13010235415598,3.605551275463989,1.4142135623730951,125.53767779197437,5.0990195135927845,8.06225774829855,161.56505117707803,23.38522105721374,9.848857801796104,111.5014343240479,9.219544457292887,131.82016988013578,angry
0.0,0.0,1.0,10.0,18.434948822922017,1.4142135623730951,1.4142135623730951,1.4142135623730951,153.434948822922,1.4142135623730951,1.0,0.0,2.23606797749979,5.830951894845301,122.47119229084849,56.309932474020215,9.055385138137417,143.13010235415598,10.04987562112089,108.43494882292201,angry
1.0,0.0,0.0,13.152946437965905,0.6160599083994193,3.1622776601683795,2.0,2.23606797749979,135.0,3.1622776601683795,2.0,131.82016988013578,5.0,10.04987562112089,137.41950921665634,30.34324888423957,10.04987562112089,110.37643521383639,9.219544457292887,108.43494882292201,angry
9.055385138137417,7.0710678118654755,8.06225774829855,13.038404810405298,46.94148639091438,1.0,0.0,0.0,161.565051177078,2.0,0.0,147.52880770915152,4.242640687119285,7.0,135.0,39.805571092265204,9.0,127.87498365109822,9.0,112.16634582208246,angry
1.0,1.4142135623730951,0.0,9.055385138137417,32.90524292298792,3.0,1.0,1.0,119.74488129694222,3.0,1.0,139.3987053549955,2.8284271247461903,6.082762530298219,125.53767779197437,53.13010235415599,9.0,131.63353933657018,9.055385138137417,104.03624346792648,angry
5.0,4.123105625617661,4.123105625617661,18.0,6.340191745909908,2.23606797749979,1.0,1.0,139.7636416907262,2.23606797749979,1.4142135623730951,154.65382405805332,4.123105625617661,9.219544457292887,153.43494882292202,14.036243467926484,9.219544457292887,131.82016988013578,8.0,106.26020470831197,angry
8.06225774829855,7.0710678118654755,6.082762530298219,13.038404810405298,14.03624346792651,1.0,1.0,1.0,151.92751306414704,2.0,1.0,147.52880770915152,6.324555320336759,8.06225774829855,154.44003482817618,24.550452389207422,9.055385138137417,122.47119229084849,9.055385138137417,142.12501634890182,angry
2.0,2.23606797749979,1.0,15.132745950421556,10.840305454330599,3.1622776601683795,2.23606797749979,2.0,135.0,3.605551275463989,1.4142135623730951,150.01836063115067,3.1622776601683795,8.54400374531753,141.00900595749454,29.9315118405078,9.055385138137417,142.12501634890182,9.0,96.3401917459099,angry
1.0,1.0,1.0,11.045361017187261,6.115503566285384,3.1622776601683795,1.4142135623730951,1.4142135623730951,144.16234704572173,2.23606797749979,1.4142135623730951,150.2551187030578,4.0,8.246211251235321,165.96375653207352,18.434948822922017,9.055385138137417,136.84761026599463,10.04987562112089,126.86989764584402,angry
5.0,3.0,4.0,10.04987562112089,50.59933933652057,3.1622776601683795,2.0,2.23606797749979,102.52880770915151,3.0,2.0,129.0938588862295,3.0,5.0,90.0,66.16125981682826,9.219544457292887,177.27368900609395,10.198039027185569,116.56505117707799,angry
1.0,0.0,1.0,11.045361017187261,5.1944289077348,2.23606797749979,1.0,1.4142135623730951,165.96375653207352,2.23606797749979,1.4142135623730951,168.6900675259798,3.1622776601683795,6.324555320336759,143.13010235415598,36.86989764584401,9.0,154.65382405805332,10.0,118.07248693585296,angry
9.055385138137417,7.0710678118654755,7.0,14.142135623730951,34.69515353123398,2.0,2.0,1.0,147.52880770915152,2.0,1.0,151.92751306414704,3.605551275463989,6.082762530298219,136.84761026599463,44.37040139158974,8.246211251235321,130.60129464500446,9.055385138137417,116.56505117707799,angry
0.0,1.4142135623730951,0.0,15.033296378372908,4.316027519865585,3.0,1.4142135623730951,2.0,135.0,3.1622776601683795,2.0,135.0,4.0,8.54400374531753,159.44395478041653,22.83365417791755,9.219544457292887,131.82016988013578,9.0,112.16634582208246,angry
4.0,4.0,4.0,15.0,15.945395900922833,1.4142135623730951,1.0,1.0,161.565051177078,2.0,1.0,154.65382405805332,4.242640687119285,7.280109889280518,119.05460409907714,45.00000000000001,9.055385138137417,142.12501634890182,9.055385138137417,121.32869286780416,angry
1.4142135623730951,0.0,1.0,12.165525060596439,9.462322208025613,3.605551275463989,1.4142135623730951,2.23606797749979,139.3987053549955,2.0,1.0,135.0,4.47213595499958,7.0,153.434948822922,15.255118703057764,9.219544457292887,114.77514056883193,9.486832980505138,135.0,angry
0.0,1.0,1.4142135623730951,14.0,15.945395900922858,2.23606797749979,1.0,1.0,168.6900675259798,2.23606797749979,1.4142135623730951,168.6900675259798,5.0990195135927845,8.246211251235321,154.65382405805332,15.945395900922858,9.055385138137417,116.56505117707799,9.0,108.43494882292201,angry
8.0,7.0,7.0710678118654755,15.297058540778355,19.44003482817621,2.0,1.0,0.0,139.3987053549955,2.23606797749979,1.4142135623730951,135.0,5.0,7.280109889280518,164.05460409907712,26.250242369688884,8.54400374531753,135.0,9.055385138137417,122.47119229084849,angry
4.0,4.0,4.0,13.038404810405298,17.40270413135628,3.0,1.0,1.4142135623730951,126.86989764584402,2.0,2.0,142.12501634890182,4.242640687119285,7.0710678118654755,126.86989764584402,53.325650330426846,9.055385138137417,122.47119229084849,9.055385138137417,122.47119229084849,angry
0.0,1.0,0.0,11.180339887498949,10.304846468766044,2.23606797749979,1.4142135623730951,1.0,120.96375653207352,2.23606797749979,1.0,167.4711922908485,2.23606797749979,5.0,116.56505117707799,57.52880770915152,9.219544457292887,158.1985905136482,10.770329614269007,119.19748604606448,angry
1.0,0.0,1.0,10.04987562112089,5.710593137499633,2.23606797749979,1.0,2.23606797749979,151.92751306414704,3.1622776601683795,1.0,108.43494882292201,7.280109889280518,8.06225774829855,156.9295877501754,20.854458039578343,10.04987562112089,110.37643521383639,9.055385138137417,170.5376777919744,angry
3.0,2.0,2.23606797749979,13.038404810405298,5.063616853030124,2.23606797749979,2.23606797749979,1.0,139.7636416907262,3.0,2.0,129.0938588862295,3.605551275463989,8.06225774829855,139.18491612511843,28.92642583525362,9.0,112.16634582208246,9.055385138137417,121.32869286780416,angry
